t,tau,x,y,z,E,T,IL,s_1,s_2,Fitness
0,0.0,1.0,1.0,1.0,100000.0,100000.0,100.0,0.0,0.0,-24.31899919526117
1,0.06480648064806481,0.3456743391138013,0.9433860584824748,244.96269740264023,34567.43391138013,94338.60584824748,24496.269740264022,-0.0005555555555555556,0.5555555555555556,-24.31899919526117
2,0.12961296129612962,0.9875030020189869,0.8882018102552063,404.6901309277699,98750.30020189869,88820.18102552062,40469.01309277699,0.0005555555555555556,-0.5555555555555556,-24.31899919526117
3,0.19441944194419442,1.622450283956489,0.7308690484790453,713.9627399459429,162245.0283956489,73086.90484790453,71396.27399459429,0.0005555555555555556,-0.5555555555555556,-24.31899919526117
4,0.25922592259225924,2.2505930505135465,0.5060830751873207,1019.8996706549055,225059.30505135466,50608.307518732065,101989.96706549055,0.0005555555555555556,-0.5555555555555556,-24.31899919526117
5,0.324032403240324,2.872045005468493,0.27686837972711353,1309.5711287323559,287204.50054684933,27686.837972711353,130957.11287323559,0.0005555555555555556,-0.5555555555555556,-24.31899919526117
6,0.38883888388838883,3.4869683233354722,0.1121932125302616,1549.0350504673117,348696.83233354724,11219.32125302616,154903.50504673118,0.0005555555555555556,-0.5555555555555556,-24.31899919526117
7,0.4536453645364536,4.095497676739171,0.0332195817018915,1608.4044093783277,409549.7676739171,3321.95817018915,160840.44093783278,0.0005555555555555556,-0.5555555555555556,-24.31899919526117
8,0.5184518451845185,4.697502186339265,0.007476243066262228,1195.911589283946,469750.2186339265,747.6243066262228,119591.1589283946,0.0005555555555555556,-0.5555555555555556,-24.31899919526117
9,0.5832583258325832,5.292526696958811,0.0013288578323122462,476.07845917114196,529252.6696958811,132.88578323122462,47607.845917114195,0.0005555555555555556,-0.5555555555555556,-24.31899919526117
10,0.648064806480648,5.880560264684228,0.0001899002716354022,105.00191714590161,588056.0264684228,18.99002716354022,10500.19171459016,0.0005555555555555556,-0.5555555555555556,-24.31899919526117
11,0.7128712871287128,6.462028689299266,2.1963867419090785e-05,15.891524568959538,646202.8689299265,2.1963867419090786,1589.1524568959537,0.0005555555555555556,-0.5555555555555556,-24.31899919526117
12,0.7776777677767777,7.037194624388521,2.06253517598381e-06,1.7341250414721767,703719.4624388521,0.206253517598381,173.41250414721767,0.0005555555555555556,-0.5555555555555556,-72.39209348964513
13,0.8424842484248425,6.317018115868455,1.9888652302386297e-07,0.35396104240206344,631701.8115868455,0.019888652302386296,35.39610424020634,-0.0005555555555555556,0.5555555555555556,-2.4317564687417597
14,0.9072907290729072,5.604577514354584,2.482050839673109e-08,0.197967989504468,560457.7514354584,0.0024820508396731092,19.7967989504468,-0.0005555555555555556,0.5555555555555556,-0.40870448761621914
15,0.972097209720972,4.8997902161193965,3.997742661327192e-09,-0.16797559412911262,489979.02161193965,0.00039977426613271915,-16.797559412911262,-0.0005555555555555556,-0.5555555555555556,-0.21036480726966927
16,1.036903690369037,4.202574586872827,8.287578882376063e-10,0.17077365675865983,420257.4586872827,8.287578882376063e-05,17.077365675865984,-0.0005555555555555556,0.5555555555555556,-0.21036480726966927
17,1.1017101710171016,3.512849184137818,2.205320217167168e-10,0.1798053425754482,351284.9184137818,2.205320217167168e-05,17.980534257544818,-0.0005555555555555556,0.5555555555555556,-0.3010263151900722
18,1.1665166516651664,2.8305334469785173,7.512456417933589e-11,0.1800093890989923,283053.34469785175,7.512456417933589e-06,18.00093890989923,-0.0005555555555555556,0.5555555555555556,-0.3010263151900722
19,1.2313231323132312,2.1555477718529987,3.2674301252484187e-11,0.18000485607227415,215554.77718529987,3.267430125248419e-06,18.000485607227414,-0.0005555555555555556,0.5555555555555556,-0.5128400764569924
20,1.296129612961296,1.4878134124718787,1.809690224334768e-11,0.18000183211042647,148781.34124718787,1.8096902243347679e-06,18.000183211042646,-0.0005555555555555556,0.5555555555555556,-0.5128400764569924
21,1.3609360936093609,0.8272524685468982,1.2730584979833407e-11,0.1800007293831641,82725.24685468982,1.2730584979833407e-06,18.00007293831641,-0.0005555555555555556,0.5555555555555556,-0.6430179596662144
22,1.4257425742574257,0.17378787666486883,1.1345492968144825e-11,0.18000022619326936,17378.78766648688,1.1345492968144825e-06,18.000022619326934,-0.0005555555555555556,0.5555555555555556,-0.6430179596662144
23,1.4905490549054905,-0.4726565987019697,1.277689481350903e-11,0.1799998295167395,-47265.65987019697,1.277689481350903e-06,17.99998295167395,-0.0005555555555555556,0.5555555555555556,-0.6430179596662144
