t,tau,x,y,z,E,T,IL,s_1,s_2,Fitness
0,0.0,1.0,1.0,1.0,100000.0,100000.0,100.0,0.0,0.0,
1,0.06480648064806481,0.9927139154487984,0.8870443470607806,478.487138778042,99271.39154487984,88704.43470607806,47848.7138778042,0.0,0.0,
2,0.12961296129612962,0.9851376411238194,0.7792760228351114,487.22550533270936,98513.76411238193,77927.60228351115,48722.550533270936,0.0,0.0,
3,0.19441944194419442,0.977266560448052,0.6776726967885446,482.87065327174787,97726.6560448052,67767.26967885446,48287.06532717479,0.0,0.0,
4,0.25922592259225924,0.969126727109016,0.5831363482909361,477.8413371620767,96912.6727109016,58313.63482909361,47784.13371620767,0.0,0.0,
5,0.324032403240324,0.9607476534306675,0.49643152594857565,472.44213505474187,96074.76534306674,49643.152594857565,47244.21350547419,0.0,0.0,
6,0.38883888388838883,0.9521609513801355,0.4181244693539308,466.6351528302017,95216.09513801355,41812.44693539308,46663.51528302017,0.0,0.0,
7,0.4536453645364536,0.943399481653714,0.34853189413510793,460.3586946570096,94339.9481653714,34853.189413510794,46035.86946570096,0.0,0.0,
8,0.5184518451845185,0.9344963807326047,0.2876904186093461,453.5331740312116,93449.63807326046,28769.04186093461,45353.31740312116,0.0,0.0,
9,0.5832583258325832,0.9254840393227429,0.2353550958783276,446.05877814459643,92548.40393227429,23535.50958783276,44605.87781445964,0.0,0.0,
10,0.648064806480648,0.9163931430925619,0.1910294491253493,437.813870063015,91639.3143092562,19102.94491253493,43781.3870063015,0.0,0.0,
11,0.7128712871287128,0.9072518809284925,0.154021746083269,428.65497714411924,90725.18809284925,15402.174608326899,42865.497714411926,0.0,0.0,
12,0.7776777677767777,0.8980853941814582,0.12351611231195192,418.419234231798,89808.53941814581,12351.611231195193,41841.9234231798,0.0,0.0,
13,0.8424842484248425,0.8889154937080731,0.09864494472066776,406.93033054429316,88891.5493708073,9864.494472066775,40693.03305442932,0.0,0.0,
14,0.9072907290729072,0.879760625738642,0.07855129246364996,394.0089360774648,87976.0625738642,7855.129246364996,39400.89360774648,0.0,0.0,
15,0.972097209720972,0.8706360356135056,0.0624347202477283,379.4885229854545,87063.60356135055,6243.47202477283,37948.85229854545,0.0,0.0,
16,1.036903690369037,0.8615540651886284,0.04957927443366067,363.2367139244814,86155.40651886284,4957.927443366067,36323.671392448145,0.0,0.0,
17,1.1017101710171016,0.8525245224566798,0.03936584429121638,345.1810936235979,85252.45224566797,3936.584429121638,34518.10936235979,0.0,0.0,
18,1.1665166516651664,0.8435550740363391,0.03127294813443934,325.3366308060163,84355.5074036339,3127.2948134439343,32533.663080601626,0.0,0.0,
19,1.2313231323132312,0.8346516260641258,0.024870149944635177,303.829818905806,83465.16260641257,2487.0149944635177,30382.981890580602,0.0,0.0,
20,1.296129612961296,0.8258186723171693,0.01980760739806949,280.9131669960175,82581.86723171693,1980.7607398069488,28091.316699601746,0.0,0.0,
21,1.3609360936093609,0.8170595983039958,0.015804255854482998,256.96379452898304,81705.95983039957,1580.4255854483,25696.379452898305,0.0,0.0,
22,1.4257425742574257,0.8083769366597994,0.012636200664800005,232.46234923830445,80837.69366597994,1263.6200664800006,23246.234923830445,0.0,0.0,
23,1.4905490549054905,0.7997725734548533,0.010126169807665715,207.95312743099646,79977.25734548533,1012.6169807665715,20795.312743099646,0.0,0.0,
24,1.5553555355535553,0.791247908030991,0.00813438916570048,183.99173032402388,79124.7908030991,813.438916570048,18399.17303240239,0.0,0.0,
25,1.6201620162016201,0.7828039713566153,0.006550944187571498,161.09058585254985,78280.39713566152,655.0944187571498,16109.058585254985,0.0,0.0,
26,1.684968496849685,0.7744415097228509,0.005289530077207626,139.6732964884084,77444.15097228509,528.9530077207627,13967.32964884084,0.0,0.0,
27,1.7497749774977498,0.76616104163801,0.004282419646470447,120.04580097892199,76616.104163801,428.24196464704465,12004.580097892198,0.0,0.0,
28,1.8145814581458144,0.7579628957856125,0.0034764573841533195,102.38718397404789,75796.28957856125,347.64573841533195,10238.71839740479,0.0,0.0,
29,1.8793879387938792,0.749847236939078,0.002829895809600256,86.75787802141721,74984.7236939078,282.9895809600256,8675.787802141722,0.0,0.0,
30,1.944194419441944,0.7418140851126038,0.0023099107012423503,73.11978387225234,74181.40851126038,230.99107012423502,7311.978387225234,0.0,0.0,
31,2.009000900090009,0.7338633314447311,0.0018906566164739987,61.36193276196761,73386.33314447312,189.06566164739988,6136.193276196761,0.0,0.0,
32,2.073807380738074,0.7259947527460401,0.0015517486350449994,51.326320811990385,72599.475274604,155.17486350449994,5132.632081199038,0.0,0.0,
33,2.1386138613861387,0.7182080255070945,0.0012770783039861007,42.83040652385467,71820.80255070946,127.70783039861007,4283.040652385467,0.0,0.0,
34,2.203420342034203,0.710502739482784,0.0010538905653641318,35.68462238539973,71050.2739482784,105.38905653641318,3568.4622385399725,0.0,0.0,
35,2.268226822682268,0.7028784106536686,0.0008720639643293151,29.70469124220481,70287.84106536687,87.20639643293151,2970.469124220481,0.0,0.0,
36,2.3330333033303328,0.6953344932908517,0.0007235489623165789,24.719361242940288,69533.44932908517,72.35489623165789,2471.9361242940286,0.0,0.0,
37,2.3978397839783976,0.6878703909014046,0.0006019291454153395,20.574540097105153,68787.03909014046,60.192914541533945,2057.4540097105155,0.0,0.0,
38,2.4626462646264624,0.6804854659283751,0.0005020779640121575,17.134838829092857,68048.5465928375,50.20779640121575,1713.4838829092857,0.0,0.0,
39,2.5274527452745272,0.6731790481754815,0.0004198897737875149,14.283410012802563,67317.90481754814,41.98897737875149,1428.3410012802563,0.0,0.0,
40,2.592259225922592,0.6659504420023526,0.0003520687206819496,11.92076600346373,66595.04420023526,35.20687206819496,1192.076600346373,0.0,0.0,
41,2.657065706570657,0.6587989323863506,0.00029596271353127696,9.963057696253891,65879.89323863505,29.596271353127698,996.3057696253891,0.0,0.0,
42,2.7218721872187217,0.6517237899723624,0.0002494325933850344,8.3401609694938,65172.378997236236,24.94325933850344,834.01609694938,0.0,0.0,
43,2.7866786678667865,0.6447242752423296,0.00021074882375938367,6.993764278517738,64472.42752423295,21.074882375938365,699.3764278517739,0.0,0.0,
