t,tau,x,y,z,E,T,IL,s_1,s_2,Fitness
0,0.0,1.0,1.0,1.0,100000.0,100000.0,100.0,0.0,0.0,
1,0.06480648064806481,0.9942146845202557,0.8869132076143109,479.03494164435637,99421.46845202557,88691.3207614311,47903.49416443564,0.0,0.0,
2,0.12961296129612962,0.9879463354323729,0.7788035102237764,488.43629352150924,98794.63354323729,77880.35102237764,48843.62935215092,0.0,0.0,
3,0.19441944194419442,0.9812005213321171,0.6767264228717697,484.65339265430913,98120.0521332117,67672.64228717696,48465.339265430914,0.0,0.0,
4,0.25922592259225924,0.9740152689048285,0.5816585822269876,480.1032971961787,97401.52689048284,58165.858222698764,48010.32971961787,0.0,0.0,
5,0.324032403240324,0.966433641792378,0.494431777596157,475.094629474515,96643.3641792378,49443.1777596157,47509.4629474515,0.0,0.0,
6,0.38883888388838883,0.9585020460908593,0.4156676036267799,469.59350466314936,95850.20460908594,41566.76036267799,46959.350466314936,0.0,0.0,
7,0.4536453645364536,0.9502689356596031,0.345722405648885,463.5416211294649,95026.89356596032,34572.2405648885,46354.16211294649,0.0,0.0,
8,0.5184518451845185,0.9417833175853806,0.284654513935283,456.86169417934565,94178.33175853806,28465.451393528303,45686.169417934565,0.0,0.0,
9,0.5832583258325832,0.9330931829307731,0.23222300531961884,449.45463611481335,93309.31829307732,23222.300531961882,44945.46361148133,0.0,0.0,
10,0.648064806480648,0.924244036386595,0.18792051501031906,441.19761314975153,92424.4036386595,18792.051501031907,44119.761314975156,0.0,0.0,
11,0.7128712871287128,0.9152776883962992,0.15103416108470047,431.9438667462952,91527.76883962992,15103.416108470046,43194.386674629524,0.0,0.0,
12,0.7776777677767777,0.9062314222108789,0.12072196393373512,421.5253458261981,90623.1422210879,12072.196393373511,42152.53458261981,0.0,0.0,
13,0.8424842484248425,0.8971375742151483,0.09608998047583117,409.7593333395339,89713.75742151483,9608.998047583118,40975.93333395339,0.0,0.0,
14,0.9072907290729072,0.8880234942688616,0.07625801470272307,396.4601322913455,88802.34942688617,7625.801470272308,39646.01322913455,0.0,0.0,
15,0.972097209720972,0.878911803997337,0.060407212054871665,381.4568819143335,87891.1803997337,6040.721205487166,38145.68819143335,0.0,0.0,
16,1.036903690369037,0.8698208521449202,0.047808415732391286,364.6174655504129,86982.08521449202,4780.841573239129,36461.74655504129,0.0,0.0,
17,1.1017101710171016,0.8607652721501079,0.03783404214788881,345.87719804447426,86076.52721501079,3783.404214788881,34587.71980444743,0.0,0.0,
18,1.1665166516651664,0.8517565671957437,0.029957958591529704,325.2687964561987,85175.65671957437,2995.7958591529705,32526.87964561987,0.0,0.0,
19,1.2313231323132312,0.8428036717564167,0.023747899540558812,302.9478591614836,84280.36717564167,2374.789954055881,30294.78591614836,0.0,0.0,
20,1.296129612961296,0.8339134595077838,0.01885411262262738,279.20653330959857,83391.34595077838,1885.4112622627379,27920.653330959856,0.0,0.0,
21,1.3609360936093609,0.8250911827971981,0.014996818325096478,254.46861899492367,82509.11827971981,1499.6818325096478,25446.861899492367,0.0,0.0,
22,1.4257425742574257,0.8163408389468101,0.01195406655658334,229.2625215414913,81634.08389468101,1195.4066556583339,22926.25215414913,0.0,0.0,
23,1.4905490549054905,0.8076654649486448,0.009550818644742482,204.17421852651154,80766.54649486448,955.0818644742483,20417.421852651154,0.0,0.0,
24,1.5553555355535553,0.7990673662007981,0.007649581973369697,179.78847095737223,79906.73662007981,764.9581973369698,17978.847095737223,0.0,0.0,
