t,tau,x,y,z,E,T,IL,s_1,s_2,Fitness
0,0.0,1.0,1.0,1.0,100000.0,100000.0,100.0,0.0,0.0,
1,0.06480648064806481,0.9989036673637347,0.8865035032524972,480.7465854260763,99890.36673637347,88650.35032524972,48074.658542607634,0.0,0.0,
2,0.12961296129612962,0.9967166999708906,0.7773285188640162,492.2175745855141,99671.66999708906,77732.85188640162,49221.75745855141,0.0,0.0,
3,0.19441944194419442,0.9934730687450272,0.6737769378955967,490.2158638193335,99347.30687450271,67377.69378955966,49021.586381933346,0.0,0.0,
4,0.25922592259225924,0.9892464321680403,0.5770627517999741,487.1518634488872,98924.64321680403,57706.275179997414,48715.186344888716,0.0,0.0,
5,0.324032403240324,0.9841219390852809,0.4882316186844837,483.34611415607134,98412.19390852809,48823.16186844837,48334.611415607134,0.0,0.0,
6,0.38883888388838883,0.9781932618012308,0.4080802206762088,478.77700055749955,97819.32618012308,40808.02206762088,47877.700055749956,0.0,0.0,
7,0.4536453645364536,0.9715595935215114,0.3370881531077453,473.3968036892069,97155.95935215114,33708.81531077453,47339.680368920686,0.0,0.0,
8,0.5184518451845185,0.9643221349892867,0.27537793821470113,467.13534293794396,96432.21349892867,27537.793821470113,46713.53429379439,0.0,0.0,
9,0.5832583258325832,0.9565804088321309,0.2227150751161952,459.8954229257428,95658.04088321309,22271.507511619522,45989.54229257428,0.0,0.0,
10,0.648064806480648,0.9484288329981096,0.1785509145928221,451.54956021438994,94842.88329981097,17855.091459282212,45154.95602143899,0.0,0.0,
11,0.7128712871287128,0.9399539512670789,0.14209980718105503,441.93925341614505,93995.3951267079,14209.980718105502,44193.92534161451,0.0,0.0,
12,0.7776777677767777,0.9312325804340931,0.1124334693718647,430.8784101059081,93123.25804340931,11243.34693718647,43087.841010590804,0.0,0.0,
13,0.8424842484248425,0.922330941886886,0.08857349297466129,418.16255675956444,92233.0941886886,8857.34929746613,41816.25567595645,0.0,0.0,
14,0.9072907290729072,0.9133046692233265,0.06956731252258642,403.585504398607,91330.46692233265,6956.731252258643,40358.5504398607,0.0,0.0,
15,0.972097209720972,0.904199473547833,0.05454055643202832,386.9645767706109,90419.9473547833,5454.055643202832,38696.45767706109,0.0,0.0,
16,1.036903690369037,0.895052216388084,0.04272581344298097,368.1740280689109,89505.22163880839,4272.581344298097,36817.40280689109,0.0,0.0,
17,1.1017101710171016,0.8858921679004651,0.033472284164828114,347.1838830080809,88589.21679004651,3347.2284164828116,34718.38830080809,0.0,0.0,
18,1.1665166516651664,0.876742284814941,0.02624233494197078,324.0980612907299,87674.2284814941,2624.233494197078,32409.80612907299,0.0,0.0,
19,1.2313231323132312,0.8676204028002945,0.020600529076972466,299.18247160291094,86762.04028002945,2060.0529076972466,29918.247160291095,0.0,0.0,
20,1.296129612961296,0.8585402872997624,0.01619936834185923,272.87259771460504,85854.02872997624,1619.936834185923,27287.259771460504,0.0,0.0,
21,1.3609360936093609,0.8495125212760998,0.012764512764691408,245.75252773299164,84951.25212760997,1276.4512764691408,24575.252773299162,0.0,0.0,
22,1.4257425742574257,0.8405452296246513,0.010081041308081535,218.50430187232033,84054.52296246513,1008.1041308081535,21850.430187232032,0.0,0.0,
23,1.4905490549054905,0.8316446523190181,0.007981472087203125,191.83568840382725,83164.4652319018,798.1472087203125,19183.568840382726,0.0,0.0,
24,1.5553555355535553,0.8228155852194039,0.006335738522111464,166.40207313817731,82281.55852194039,633.5738522111463,16640.207313817733,0.0,0.0,
25,1.6201620162016201,0.81406171097076,0.0050430320111438266,142.74027283709566,81406.171097076,504.30320111438266,14274.027283709565,0.0,0.0,
26,1.684968496849685,0.8053858433258487,0.004025289701297533,121.22752494721666,80538.58433258487,402.52897012975325,12122.752494721666,0.0,0.0,
27,1.7497749774977498,0.7967901068145226,0.003222064493083522,102.07022703691959,79679.01068145226,322.2064493083522,10207.022703691959,0.0,0.0,
28,1.8145814581458144,0.7882760704192124,0.0025865210509962624,85.3184182058501,78827.60704192125,258.6521050996262,8531.84182058501,0.0,0.0,
29,1.8793879387938792,0.7798448496614724,0.0020823302277696632,70.89680231645818,77984.48496614724,208.23302277696632,7089.680231645818,0.0,0.0,
30,1.944194419441944,0.7714971872190751,0.0016812701998094206,58.64222100841653,77149.71872190751,168.12701998094207,5864.222100841653,0.0,0.0,
31,2.009000900090009,0.7632335186071969,0.0013613781262406437,48.33955567501982,76323.35186071969,136.13781262406437,4833.955567501982,0.0,0.0,
32,2.073807380738074,0.7550540268705581,0.0011055278388910905,39.7513899387004,75505.40268705582,110.55278388910905,3975.13899387004,0.0,0.0,
33,2.1386138613861387,0.7469586886109899,0.0009003357931095343,32.63973564411266,74695.86886109899,90.03357931095343,3263.973564411266,0.0,0.0,
34,2.203420342034203,0.7389473127780862,0.0007353192675321724,26.78017579799511,73894.73127780862,73.53192675321725,2678.017579799511,0.0,0.0,
35,2.268226822682268,0.7310195732161907,0.0006022481199783227,21.969799184913704,73101.95732161908,60.224811997832276,2196.9799184913704,0.0,0.0,
36,2.3330333033303328,0.7231750357727986,0.0004946449842429389,18.03058435423065,72317.50357727986,49.46449842429389,1803.058435423065,0.0,0.0,
37,2.3978397839783976,0.715413180691662,0.0004073993271793415,14.809760393308785,71541.3180691662,40.739932717934146,1480.9760393308786,0.0,0.0,
38,2.4626462646264624,0.7077334209637628,0.0003364689031768726,12.17836630242291,70773.34209637628,33.646890317687266,1217.836630242291,0.0,0.0,
39,2.5274527452745272,0.7001351172607413,0.0002786483667756033,10.028859402747637,70013.51172607412,27.86483667756033,1002.8859402747637,0.0,0.0,
40,2.592259225922592,0.6926175900143161,0.00023138956531873416,8.272370419217658,69261.75900143161,23.138956531873415,827.2370419217658,0.0,0.0,
41,2.657065706570657,0.6851801291403524,0.00019266166618103536,6.835947766270884,68518.01291403524,19.266166618103536,683.5947766270884,0.0,0.0,
42,2.7218721872187217,0.6778220018367598,0.0001608420447488177,5.659993843726709,67782.20018367597,16.08420447488177,565.9993843726709,0.0,0.0,
43,2.7866786678667865,0.6705424588184001,0.00013463097313586793,4.695983408564336,67054.24588184002,13.463097313586793,469.5983408564336,0.0,0.0,
44,2.8514851485148514,0.6633407392910431,0.00011298476268050793,3.9044938112789853,66334.07392910431,11.298476268050793,390.4493811278985,0.0,0.0,
45,2.916291629162916,0.6562160749125517,9.506324531244033e-05,3.253539624207912,65621.60749125517,9.506324531244033,325.3539624207912,0.0,0.0,
46,2.981098109810981,0.6491676929432414,8.018842105773684e-05,2.7171853755757462,64916.76929432414,8.018842105773684,271.7185375575746,0.0,0.0,
47,3.045904590459046,0.6421948187484994,6.781182052338215e-05,2.274402234533876,64219.48187484994,6.781182052338216,227.4402234533876,0.0,0.0,
48,3.1107110711071106,0.6352966777846651,5.748868474117296e-05,1.9081329903023163,63529.667778466515,5.7488684741172955,190.81329903023163,0.0,0.0,
49,3.1755175517551755,0.6284724971729574,4.8857490152072884e-05,1.6045315939497988,62847.24971729574,4.885749015207288,160.45315939497988,0.0,0.0,
50,3.2403240324032403,0.6217215069450452,4.162367406490721e-05,1.3523470737454633,62172.150694504526,4.162367406490721,135.23470737454633,0.0,0.0,
51,3.305130513051305,0.6150429410268287,3.5546668638376696e-05,1.142425730130798,61504.29410268286,3.5546668638376695,114.2425730130798,0.0,0.0,
52,3.36993699369937,0.6084360380133795,3.042954681317291e-05,0.9673095753666451,60843.60380133795,3.042954681317291,96.7309575366645,0.0,0.0,
53,3.4347434743474348,0.6019000417771465,2.6110734988530035e-05,0.8209127092296633,60190.004177714654,2.6110734988530035,82.09127092296633,0.0,0.0,
54,3.4995499549954996,0.5954342019429038,2.2457364759086e-05,0.6982605920537334,59543.420194290375,2.2457364759086,69.82605920537334,0.0,0.0,
55,3.5643564356435644,0.5890377742560824,1.9359927468340256e-05,0.5952799636487888,58903.77742560824,1.9359927468340257,59.527996364878874,0.0,0.0,
56,3.629162916291629,0.5827100208656955,1.6727966636748575e-05,0.5086294860372902,58271.00208656955,1.6727966636748575,50.862948603729016,0.0,0.0,
57,3.6939693969396936,0.5764502105387598,1.4486599041819489e-05,0.4355631080169973,57645.02105387598,1.4486599041819488,43.55631080169973,0.0,0.0,
58,3.7587758775877584,0.570257618819711,1.2573698864593317e-05,0.37381971670154696,57025.761881971106,1.2573698864593317,37.3819716701547,0.0,0.0,
59,3.8235823582358233,0.5641315281455925,1.0937613565727e-05,0.3215339112591788,56413.15281455925,1.0937613565727,32.15339112591788,0.0,0.0,
60,3.888388838883888,0.5580712279256528,9.535307093006814e-06,0.2771637581784259,55807.12279256528,0.9535307093006814,27.716375817842593,0.0,0.0,
61,3.953195319531953,0.5520760145922676,8.330847256398403e-06,0.23943221022454292,55207.60145922676,0.8330847256398403,23.943221022454292,0.0,0.0,
62,4.018001800180018,0.5461451916287492,7.294170880427312e-06,0.2072795307554708,54614.519162874916,0.7294170880427312,20.727953075547077,0.0,0.0,
63,4.082808280828083,0.5402780695785102,6.400073621934851e-06,0.17982459282916272,54027.80695785102,0.6400073621934851,17.98245928291627,0.0,0.0,
